topic,job_title,site (remote country),tasks,Perks/Benefits,Skills/Tech-stack required,Educational requirements,seniority,yoe,employment_type,extra_info,created_at,job_id,posted_by
Big Data,Java AWS Backend Developer | 6 to 10 Yrs | Bangalore | SOW 2512,"Bangalore, Karnataka, India","Build and maintain RESTful APIs
Collaborate effectively in agile teams
Deploy and manage services on AWS using EKS
Design and manage containerized applications with Kubernetes
Develop and maintain Java applications
Ensure code quality, security, and performance standards
Integrate platforms via APIs and manage database interactions
Troubleshoot complex issues and optimize performance
Use GitLab for version control and CI/CD pipelines
Utilize Serverless Framework for deployment",,"Agile methodologies, API Design, API Gateway, AWS, CI/CD, CloudFormation, CloudWatch, Cognito, Containerization, EKS, EventBridge, GitLab, Java, Kubernetes, Lambda, RESTful API, RESTful API design, S3, Serverless Framework, SNS, SQS, Step Functions, TypeScript","Bachelor's Degree in Computer Science, Engineering, Related Field",Mid-level / Intermediate,8,Full Time,,2025-08-08,bd-java-aws-backend-developer-6-to-10-yrs-bangalore-sow-2512-01,green_schmidt_and_yoder@demo
Big Data,Senior-AU-D&A,"Gurgaon, Haryana, India","Create data-driven client solutions
Develop automation solutions for complex business problems
Identify and fix bugs in bespoke solutions
Develop and troubleshoot data applications
Participate in support rotations","Employee assistance program
Flexible working
LinkedIn Learning
Volunteer time off","Airflow, Azure, Bitbucket, Databricks, Docker, Git, Jenkins, Kubernetes, Pandas, Performance optimization, PySpark, Python, Relational databases, Scala, Spark, SQL","Bachelor's Degree, BS, BSc",Senior level / Expert,3,Full Time,,2025-08-08,bd-senior-au-d-and-a-01,harrison_herrera_and_roberts@demo
Computer Vision,"Research Engineer, ML, AI & Computer Vision","London, UK","Advance and integrate ML and computer vision models
Collaborate across teams on product development
Create proofs of concept and gather user feedback
Develop and pursue research vision for human-centric GenAI
Establish research and product roadmap
Mentor and inspire team members
Research advanced computer vision and GenAI technologies",,"Computer Vision, Data collection, Deep learning, Generative AI, Human-Computer Interaction, Machine Learning, Multimodal modeling, Optimization, Research Leadership, Team Management","PhD in Computer Science, PhD in Related Field",Senior level / Expert,3,Full Time,,2025-08-09,cv-research-engineer-ml-ai-and-computer-vision-01,taylor-anderson@demo
Computer Vision,Research Scientist - Computer Vision - XR Tech Core AI,"Redmond, WA | Burlingame, CA","Design and train ML models
Fine-tune models for quality
Integrate ML models into product software stack
Optimize ML solutions for on-device deployment","Benefits
Bonus
Equity","C++, Computer Vision, Generative AI, Hardware Integration, Machine Learning, Model Optimization, Python, Software development","Bachelor's Degree, PhD",Senior level / Expert,2,Full Time,USD 117K-173K,2025-08-09,cv-research-scientist-computer-vision-xr-tech-core-ai-01,bender_plc@demo
Computer Vision,"Software Engineer, Computer Vision (Technical Leadership)","Sunnyvale, CA | Pittsburgh, PA | Redmond, WA | Burlingame, CA","Assess industry trends and develop new tech
Collaborate with leadership to improve team performance
Create tools for visual quality and efficiency improvement
Develop image processing and computer vision algorithms
Evaluate image and video quality
Train, optimize, and analyze ML models",Benefits included,"Algorithm Development, AR/VR, AR/VR techniques, C++, Co-design, Computational imaging, Computer Vision, Data Visualization, Hardware co-design, Hardware optimization, Image Processing, Machine Learning, MATLAB, Performance Evaluation, Python, PyTorch, Software-Hardware Co-Design, TensorFlow","Bachelor's Degree, Relevant technical field",Senior level / Expert,5,Full Time,USD 213K-293K,2025-08-09,cv-software-engineer-computer-vision-technical-leadership-01,beltran-russell@demo
Computer Vision,Senior Computer Vision Machine Learning Engineer,"Maharashtra, Pune, India","Collaborate with hardware engineers for model fine-tuning
Develop and maintain datasets and perform data augmentation
Integrate models into real-time applications
Develop technologies for visual media representation, editing, and creation
Invent and develop AI features for images and photography
Leverage ML infrastructure
Write and test product or system development code","Benefits
Bonus
Equity","Algorithms, C/C++, Computer Vision, Data Structures, Debugging, Deep learning, Graphics, Image Processing, Language Processing, Machine Learning, ML Infrastructure, Natural Language, Natural Language Processing, Neural Networks, Optimization, Python, Software Architecture, Software Design, Vision","Bachelor's Degree, Master's Degree, PhD",Senior level / Expert,5,Full Time,,2025-08-07,cv-senior-computer-vision-machine-learning-engineer-01,green_schmidt_and_yoder@demo
Computer Vision,Machine Learning Engineer (Computer Vision),"Botley, Oxfordshire","Collaborate with team
Contribute to research and development of motion capture products
Contribute to system solutions and patents
Create open-source prototypes
Develop novel algorithms
Gather and annotate data
Implement and test models
Publish research findings","Collaborative team
Flexible work environment
Patent development
Research publication opportunities","Algorithm testing, C++, Computer Vision, Data Annotation, Generative machine learning, Machine Learning, ML Implementation, Model Design, Open Source, Open Source Frameworks, Python, PyTorch, System Development, TensorFlow","Doctorate, Master's Degree",Mid-level / Intermediate,3,Full Time,,2025-08-07,cv-machine-learning-engineer-computer-vision-01,james-lowery@demo
Computer Vision,Senior AI Developer,London,"Calibrate camera networks
Collaborate on deployment and support
Enforce software best practices
Lead scene understanding system development
Manage scene calibration tech
Mentor engineers
Stay updated on AI trends
Translate research into scalable systems",,"AI integration, Azure, Build Automation, COLMAP, Computer Vision, Containerization, Deployment Automation, DevOps, Docker, Geometry, Golang, GRPC, Kubernetes, MLOps, Multi-view Stereo, OpenAPI, Protobuf, Python, RESTful APIs, SLAM, Structure from Motion","Bachelor's Degree, Master’s degree in computer science or related field",Senior level / Expert,6,Full Time,,2025-08-07,cv-senior-ai-developer-01,cuevas_ltd@demo
Computer Vision,Computer Vision Engineer,India - Remote [R],"Collaborate with cross-functional teams for integration
Design and implement computer vision models
Develop object detection, classification, segmentation, and tracking solutions
Optimize model performance for accuracy and inference speed
Stay updated with latest CV research and tools
Improve large vision model performance and scalability
Lead model development from idea to deployment
Test validate and productionize models","Company retreats
Equity options
Generous leave
Hybrid work
Inclusive culture
Medical insurance","Benchmarking, Computer Vision, Data Management, Deep learning, Large Vision Models, MLOps, Model Deployment, Model Optimization, Python, PyTorch, Synthetic data, TensorFlow, Transformers, Vision Models","Master's Degree, PhD",Senior level / Expert,4,Full Time,,2025-08-07,cv-computer-vision-engineer-01,stewart_gates_and_kelley@demo
Computer Vision,Senior Deep Learning Engineer,"Tel Aviv, Tel Aviv District, IL","Collaborate to define future technology and features
Collaborate with product, hardware, and cloud teams
Drive CV projects from prototyping to production
Lead full lifecycle of CV and ML model development",,"AI System Design, AWS, Azure, CNNs, Computer Vision, Data labeling, Deep learning, Edge Deployment, GCP, ML development, Model Compression, Model Optimization, ONNX, Python, PyTorch, Real Time, Real-time Inference, System design, TensorFlow, TensorRT, TFLite, Vision Transformers, YOLO","PhD in Computer Science, PhD in Electrical Engineering",Senior level / Expert,4,Full Time,,2025-08-07,cv-senior-deep-learning-engineer-01,erickson_bean_and_robinson@demo
Computer Vision,Machine Learning Engineer - TikTok Short Video Content Understanding/Multimodal Recommendation,"San Jose, California, United States","Deploy and optimize models in production
Design advanced algorithms for business needs
Implement solutions in ML areas and optimize models
Triage and debug system issues
Write product or system development code","Benefits
Bonus
Equity","Artificial Intelligence, Data Processing, Data Storage, Debugging, Distributed Computing, Language Processing, Large Scale Data, Large-scale Data Processing, Machine Learning, ML Infrastructure, Mobile development, Model Deployment, Model Evaluation, Model Optimization, Natural Language, Natural Language Processing, Networking, Programming Languages, Security, System design, UI Design","Bachelor's Degree, Master's Degree, PhD",Senior level / Expert,3,Full Time,,2025-08-06,cv-machine-learning-engineer-tiktok-short-video-content-understanding-multimodal-recommendation-01,martin-bennett@demo
Computer Vision,Adas 深度学习算法_Bcsc,"Suzhou, China","Conduct research in computer vision and autonomous driving
Contribute to patents and publications
Develop generative AI models for scene and asset generation
Integrate computer vision solutions into autonomous systems
Manage projects and deliver results
Mentor junior engineers and interns",,"3D Reconstruction, Autonomous Driving, Autonomous driving systems, C++, Computer Vision, Computer Vision Algorithms, Deep learning, Diffusion Models, Generative AI, Object Detection, Python, PyTorch, Segmentation, TensorFlow, Tracking, Vision algorithms","Master, PhD",Mid-level / Intermediate,5,Full Time,,2025-08-06,cv-adas-bcsc-01,mckenzie-callahan@demo
Computer Vision,Computer Vision Engineer,"Bengaluru, Karnataka, India","Conduct code reviews optimize system performance
Design develop and deploy scalable AI/ML systems
Mentor and support junior team members
Oversee AI solution lifecycle including testing deployment and integration
Partner with product managers engineers stakeholders
Stay updated on AI trends and technologies",,"AI/ML, AI/ML frameworks, CI/CD, Cloud Azure, Cloud Platforms, Cloud Platforms (AWS, Cloud platforms AWS Google Cloud, Cloud platforms (AWS, Google Cloud, Azure), Code review, Computer Vision, Debugging, Docker, Git, ML frameworks, Model Deployment, Performance optimization, Python, PyTorch, Team leadership, TensorFlow, Version control, YOLO","Bachelor's, Master's",Mid-level / Intermediate,3,Full Time,,2025-08-06,cv-computer-vision-engineer-02,adkins-rodriguez@demo
Computer Vision,Software Engineer - Computer Vision,Heerlen,"Automate test case discovery and failure mode identification
Collaborate with cross-functional teams to integrate tools into workflows
Innovate to improve product quality and system robustness
Research and develop deep learning algorithms for vision and language models",,"Algorithm Development, C++, Computer Vision, Deep learning, Language Processing, Model Integration, Natural Language, Natural Language Processing, Python, PyTorch, TensorFlow","Bachelor's Degree, Master's Degree",Mid-level / Intermediate,3,Full Time,,2025-08-05,cv-software-engineer-computer-vision-01,cuevas_ltd@demo
Computer Vision,"Research Scientist, Luma","Mountain View, CA, USA","Collaborate with research programs and external partners
Collaborate with product teams to define requirements
Develop and deploy computer vision algorithms
Participate in code reviews and best practices
Present research findings
Research and integrate new AI and vision methodologies
Test and validate AI solutions","Competitive salary
Innovative projects
Talented team","Algorithms, Cloud Computing, Communication skills, Data handling, Data Structures, Deep learning, Machine Learning, OpenCV, Preprocessing, Problem Solving, Python, PyTorch, Software development, TensorFlow","Bachelor's Degree, Electrical Engineering, Master’s degree in computer science",Mid-level / Intermediate,2,Full Time,USD 166K-244K,2025-08-05,cv-research-scientist-luma-01,bender_plc@demo
Computer Vision,Firmware Engineer - Vision & Touchscreen Interface,"San Bruno, California","Collaborate with hardware teams on image sensors and camera modules
Define and implement inter-processor communication protocols
Build training and serving pipelines
Deploy and troubleshoot models
Develop computer vision code
Develop models for autonomous vehicles or robotics
Gather, label, and curate datasets
Implement semantic and instance segmentation",,"Autonomous Systems, C++, Cloud infrastructure, Data Augmentation, Flask, GPU Acceleration, Low Latency, Low Latency Inference, ML pipelines, Model Optimization, NVIDIA Triton, Open3D, OpenCV, Python, PyTorch, Robotics, TensorFlow, TensorFlow Serving, Torchserve","Bachelor, Master",Mid-level / Intermediate,5,Full Time,USD 170K-225K,2025-08-04,cv-firmware-engineer-vision-and-touchscreen-interface-01,pham_ltd@demo
Computer Vision,Computer Vision Engineer,"Barangaroo, NSW, Australia","Design, implement, test, and debug algorithms for automotive embedded systems
Develop real-time camera-based image processing algorithms
Ensure safety and quality compliance
Follow software engineering processes (ASPICE/CMMi)
Maintain regular attendance and safety standards
Support other disciplines with algorithm-related tasks
Verify algorithms at component and bench level","Development prospects
Global team
Innovation-driven culture
Supportive environment","Algorithm Development, C++, Computer Vision, Debugging, Deep learning, Embedded platforms, Embedded Software, Embedded software development, Image Processing, MATLAB, Model-Based Design, Object Detection, Optimization, Porting algorithms, Porting algorithms to embedded platforms, Problem Solving, Semantic Segmentation, Simulink, SLAM, Software development, Structured Problem-Solving, Troubleshooting","Bachelor's Degree, Master's Degree",Senior level / Expert,3,Full Time,,2025-08-04,cv-computer-vision-engineer-03,friedman_llc@demo
Computer Vision,Senior Applied AI Engineer,"Columbia, MD, United States","Architect and implement production AI systems for cyber operations
Collect large-scale training data
Develop computer vision algorithms
Improve existing algorithms
Research state-of-the-art ML/CV methods","401k plan
Catered lunch
Dental insurance
Flexible PTO
Health insurance
Life insurance
Pet insurance
Snacks and beverages
Stock options
Vision insurance","Algorithm Development, C++, Computer Vision, Data collection, Deep learning, Image Recognition, Linux, ML algorithms, Neural Networks, Python","Bachelor's Degree, Master's Degree, PhD",Senior level / Expert,12,Full Time,USD 165K-240K,2025-08-04,cv-senior-applied-ai-engineer-01,adkins-rodriguez@demo
Computer Vision,Associate Researcher - Computer Vision,"Markham, Ontario, Canada","Design and implement AI/CV solutions for products
Invent AI and computer vision algorithms for publication
Support R&D in 3D digitalization, geometry, texture editing, human motion synthesis, and human-machine interaction",,"3D human motion analysis, 3D Object Generation, Computer Vision, Deep learning, Depth Estimation, Human Motion Analysis, Machine Learning, Motion analysis, Multi-view Geometry, Neural Rendering, Python, PyTorch, Research prototyping, TensorFlow","Master's, PhD",Mid-level / Intermediate,2,Contract,,2025-08-03,cv-associate-researcher-computer-vision-01,bennett_plc@demo
Computer Vision,Data Scientist Specialist,World Wide - Remote [R],"Communicate cross-functionally
Define and benchmark new AI capabilities
Design and develop novel machine learning algorithms
Drive team goals and technical direction
Lead and collaborate with multidisciplinary teams",,"3D Reconstruction, Agentic AI, Algorithm Development, Computer Vision, Deep learning, Depth Estimation, Distributed Systems, Language Models, Machine Learning, Multimodal Systems, Object Tracking, On-device Algorithm Development, Python, PyTorch, Representation Learning, Semantic Segmentation, TensorFlow, Vision-language, Vision Language Models","Bachelor's, Master's, PhD",Mid-level / Intermediate,2,Full Time,USD 100K,2025-08-02,cv-data-scientist-specialist-01,chan_vazquez_and_carter@demo
Computer Vision,Computer Vision Engineer,"Redmond, WA | Burlingame, CA","Collaborate with physics, ML, hardware, and product teams
Contribute to 3D eye imaging and rendering techniques
Innovate approaches to improve model accuracy and performance
Lead development of eye tracking and face simulation solutions
Support digital twin environment development",,"3D Vision, AI, C++, Cloud processing, Computer Vision, Data Analysis, Deep learning, Digital Twin, Machine Learning, Photogrammetry, Point Cloud, Point Cloud Processing, Python, PyTorch, Scikit-learn, Transformers","Bachelor's Degree, Master's Degree",Senior level / Expert,3,Full Time,USD 170K-251K,2025-07-31,cv-computer-vision-engineer-04,richardson_kennedy_and_johnson@demo
Computer Vision,Optical Testing Software Engineer,"Ningbo, Zhejiang, China","Create visualization and data reporting tools
Develop image processing algorithms
Design and prototype interactive experiences
Design data collection systems for machine learning
Develop novel input technologies for VR, MR, and AR systems",Benefits included,"Bayesian statistics, Computer Vision, Cross-team Collaboration, Data collection, Data Collection Protocols, Deep learning, Hardware/software, Hardware/Software Integration, Machine Learning, Optimization, Prototyping, Research Publication, Software integration, State Estimation, Team Collaboration","Bachelor's Degree, PhD",Senior level / Expert,3,Full Time,,2025-07-28,cv-optical-testing-software-engineer-01,patterson_inc@demo
Computer Vision,"Senior Research Engineer, Computer Vision & Robotics","AMER - United States - California - San Francisco - Pier 9, United States","Analyze images and videos using deep learning techniques
Apply machine learning and computer vision to real-world problems
Collaborate on AI research projects
Optimize algorithms and models for mobile deployment
Research and develop computer vision and machine learning technologies",,"Algorithm Optimization, C++, CNN, Computer Vision, Deep learning, Deep learning architectures, Deep learning architectures (Transformers, Deep learning frameworks, GAN, GNN, Image and video analysis, LSTM, Mobile Deployment, Python, PyTorch, TensorFlow, VAE, Video Analysis","Bachelor, Electrical Engineering, Master's in Computer Science",Senior level / Expert,2,Full Time,USD 141K-228K,2025-07-28,cv-senior-research-engineer-computer-vision-and-robotics-01,reeves_lee_and_cooper@demo
Computer Vision,Deep Learning and Computer Vision Expert,"Senai, Johor, Malaysia","Collaborate with cross-functional teams
Create user applications for model deployment
Design computer vision systems for quality control
Develop and deploy machine learning models
Document models and deployment processes
Ensure timely delivery of projects
Maintain high service quality
Participate in project updates and meetings
Test and validate models",,"Application development, Communication skills, Data Manipulation, Keras, Model Deployment, NumPy, OpenCV, Pandas, Problem Solving, Python, PyTorch, R, TensorFlow","Bachelor's Degree, Master's Degree",Mid-level / Intermediate,3,Full Time,,2025-07-25,cv-deep-learning-and-computer-vision-expert-01,mitchell-hoffman@demo
Computer Vision,"2026 Applied Science Intern (Computer Vision), Amazon International Machine Learning","Noida, India","Collaborate with cross-functional teams
Design deep learning models for object detection
Evaluate model performance with metrics
Fine-tune or build models using PyTorch or TensorFlow
Implement image classification and segmentation
Manage large-scale image/video datasets
Perform video analysis and scene understanding
Use OpenCV for image/video preprocessing
Write modular Python code","Flexibility programs
Inclusive benefits
Mentorship
Wellbeing support","Classical vision techniques, CNN architectures, Computer Vision, Data Augmentation, Data Manipulation, Data Visualization, Deep learning, Device deployment, Edge device deployment, Explainability techniques, Fine Tuning, Image classification, Image/video processing, Instance Segmentation, Model Evaluation, Model Fine-tuning, Model Optimization, Object Detection, OpenCV, Python, PyTorch, Semantic Segmentation, TensorFlow, Tracking, Transformers vision models, Video Analysis, Video Processing, Vision datasets, Vision Models","Bachelor of Engineering, Master of Business Administration, MCA",Senior level / Expert,5,Full Time,,2025-07-25,cv-2026-applied-science-intern-computer-vision-amazon-international-machine-learning-01,stewart_freeman_and_fox@demo
Computer Vision,Software Engineer (Visualization Functions),"Szeged, Hungary","Collaborate with project teams and customers
Contribute ideas to product enhancement
Create software and tools for configuration and calibration
Develop visualization features for surround view systems
Integrate computer graphics features into systems
Port and optimize computer graphics functions
Work in distributed Agile teams","Accessible office
Bonus system
Career development
Employee discounts
Flexible benefits
Innovative product delivery
Private health insurance
Real-world testing access
Sport pass support
Training opportunities","Agile methods, Agile methods (Scrum), C++, Camera systems, Computer Graphics, CUDA, Embedded Software, Embedded software development, Fisheye cameras, Image Processing, Kanban, OpenCL, OpenCV, OpenGL, Parallel Computing, Software Architecture, Software development","PhD in Computer Science, Software Engineering, University Degree",Mid-level / Intermediate,4,Full Time,,2025-07-24,cv-software-engineer-visualization-functions-01,bender_plc@demo
Computer Vision,Software Engineer (Visualization Functions),"Budapest, Hungary","Collaborate with project teams and customers
Contribute ideas to product enhancement
Design develop and deploy CV systems for vehicles
Ideate on computer vision applications
Test experimental vehicles in different locations","401k
Annual bonus
Benefits package
Paid time off","AI frameworks, Computer Vision, Data Analysis, Deep learning, Hardware Integration, Machine Learning, ML Infrastructure, Model Deployment, Model Training","BS in Related Field, MS in Computer Science",Mid-level / Intermediate,4,Full Time,,2025-07-24,cv-software-engineer-visualization-functions-02,burns-parsons@demo
Computer Vision,"Senior ML Research Engineer, Perception","Milpitas, CA","Communicate with research team
Deliver real-world solutions in challenging timeframes
Design and implement advanced algorithms
Develop CNN architectures and CV algorithms
Research core deep learning algorithms
Utilize physics in complex environments",,"CNN, Computer Vision, Deep learning, Image classification, Image Segmentation, Machine Learning, Mathematical Modeling, Object Detection, Perception algorithms, Python, PyTorch, Sensor fusion","Bachelor's Degree, Engineering, Master’s degree in computer science, Related Technical Field",Entry-level / Junior,3,Full Time,,2025-07-23,cv-senior-ml-research-engineer-perception-01,patterson_inc@demo
Computer Vision,Senior Machine Learning Engineer (Remote),"Turkey, Türkiye [R]","Accelerate data generation and labeling workflows
Apply classical computer vision and deep learning methods
Collaborate with development and annotation teams
Develop and optimize computer vision and deep learning algorithms
Develop tools for algorithm evaluation and analysis
Own algorithm lifecycle from prototyping to deployment",,"Algorithms, Automation, Autonomous Driving, Computer Vision, Data Analysis, Data Structures, Deep learning, Geometric modeling, Python, PyTorch, TensorFlow","Bachelor's Degree, Electrical Engineering, Master’s degree in computer science",Entry-level / Junior,2,Full Time,,2025-07-23,cv-senior-machine-learning-engineer-remote-01,chan_vazquez_and_carter@demo
Computer Vision,Associate Data Scientist,remote [R],"Collaborate with data team
Debug applications for low-latency high-throughput performance
Design robust scalable code for video analytics server
Optimize server performance including GPU utilization
Port deep learning models to edge devices
Utilize Nvidia DeepStream and Triton Inference Server for video and AI model management","Collaborative international team
Cutting-edge AI and video analytics technology
Global impact projects
Hybrid work model","Agile Scrum, Bash Scripting, C++11/14, C++11/14/17, C/C++, Containerization (Docker, CUDA, DeepStream, Embedded Systems, Embedded systems programming, GPU Programming, GStreamer, Inference Server, Kubernetes, Linux, Messaging Systems, Messaging systems RabbitMQ, Multi-threaded Architecture, Object-Oriented, Object-oriented programming, Python, Python bindings, Python bindings for C/C++, Systems programming, TensorRT, Triton Inference, Triton Inference Server, Waterfall methodologies, Web Services, Web Services REST","Bachelor, Diploma in computer science, Master, Related Field",Mid-level / Intermediate,1,Full Time,,2025-07-23,cv-associate-data-scientist-01,payne-johnston@demo
Computer Vision,Senior Computer Vision and Machine Learning Engineer,"bengaluru , India","Contribute to multiple domain architectures
Contribute to technical and business proposals
Coordinate with stakeholders
Create collaborative work environments
Debug complex source code
Stay updated with emerging computer vision techniques","Company subscription
Flu vaccinations
Hackathons
LinkedIn Learning access
Office snacks
Showers for cycling and gym-goers
Team lunches
Wellbeing and tech allowance
Wellbeing days","3D Reconstruction, AI, Image Processing, Modern C++, Object-Oriented, Object-oriented programming, OpenCV, OpenGL, Photogrammetry, Problem Solving, Qt Framework, Spatial problem solving","Bachelor's Degree in Computer Science, Bachelor's degree in Engineering, Bachelor's in Related Field",Senior level / Expert,9,Full Time,,2025-07-22,cv-senior-computer-vision-and-machine-learning-engineer-01,patterson_inc@demo
Computer Vision,"Staff Deep Learning Engineer, Perception","Fort Meade, MD, United States [R]","Assist testing and operations teams
Collaborate on feature design and implementation
Contribute to new feature development
Develop Java data ingestion services
Develop JavaScript for web applications
Investigate and solve application problems
Perform Agile development
Streamline user interactions with real-time datasets
Support REST services and message processors
Troubleshoot system issues
Write maintainable code","Competitive retirement plan
Disability coverage
Flexible work hours
Fully funded benefits
Life insurance
Lifestyle bonus
Medical, dental, vision benefits
Paid parental leave
Paid time off and holidays
Performance bonuses","AWS, Bash, Data Streaming, Docker, Elasticsearch, GitHub Actions, GitLab CI, Java, JavaScript, Jenkins, Kubernetes, Media processing, Minio, PostgreSQL, Python, RabbitMQ, Real Time, Real-time Data, Real-Time Data Streaming, Ruby, Spring, Spring Boot",Bachelor's Degree,Mid-level / Intermediate,7,Full Time,USD 130K-200K,2025-07-22,cv-staff-deep-learning-engineer-perception-01,byrd_ltd@demo
Cloud Computing,Lead Consultant Java & AWS Developer,India-Noida,"Collaborate in agile teams
Demonstrate and validate security solutions
Identify and qualify business opportunities
Prepare and deliver product messaging
Resolve technical and compliance objections
Support security product opportunities and relationships
Travel to customer sites and events",,"A/V, Cloud Security, Communication, Cybersecurity, DLP, EDR, Exploitation techniques, Hacking Tools, IDS/IPS, Malware intelligence, Market trend analysis, NGFW, Posture Management, Presentation Skills, Problem Solving, Proxy, Security Posture, Security posture management, SIEM, SOAR, Threat detection, Trend analysis, WAF","Bachelor's Degree, Master's Degree",Senior level / Expert,3,Full Time,,2025-08-09,cloud-lead-consultant-java-and-aws-developer-01,beltran-russell@demo
Cloud Computing,"Systems Engineer II, Site Reliability Engineering, Google Cloud","Dublin, Ireland","Deploy and operate data center infrastructure
Disassemble end-of-life equipment
Maintain hardware security and data integrity
Perform preventative maintenance and repairs
Troubleshoot and diagnose equipment issues","Benefits
Bonus
Equity","Component repair, Configuration, Hardware assembly, Linux, Manual Handling, Networking protocols, Physical installation, Server Hardware, Team Collaboration, Troubleshooting","Associate Degree, Bachelor's Degree, High School Diploma",Senior level / Expert,3,Full Time,,2025-08-09,cloud-systems-engineer-ii-site-reliability-engineering-google-cloud-01,williams_armstrong_and_ware@demo
Cloud Computing,"Software Engineer III, WAN Core","Dublin, Ireland","Analyze production data for gaps and errors
Debug and root cause issues in micro-services
Design, develop, and test features
Help team members understand broader context
Solve problems at the right time
Write product or system development code",,"Artificial Intelligence, Data Analysis, Data Storage, Debugging, Distributed Computing, Language Processing, Large-Scale System Design, Mobile development, Natural Language, Natural Language Processing, Networking, Programming Languages, Security, System design, UI Design","Bachelor's Degree, Master's Degree, PhD",Senior level / Expert,2,Full Time,,2025-08-09,cloud-software-engineer-iii-wan-core-01,pham_ltd@demo
Cloud Computing,"Software Engineer III, Google Cloud Security and Privacy","Sunnyvale, CA, USA","Contribute to documentation and educational content
Lead design reviews
Review and provide feedback on code
Triage and debug system issues
Write product or system code","Benefits
Bonus
Equity","Artificial Intelligence, Code review, Data Compression, Distributed Systems, Google Cloud, Interface Design, Language Processing, Large-scale Infrastructure, Natural Language, Natural Language Processing, Networking, Security, Software development, Strategic Planning, System design, Team Management, Technical leadership, User Interface, User Interface Design","Bachelor's Degree, Master's Degree, PhD",Senior level / Expert,2,Full Time,USD 141K-202K,2025-08-09,cloud-software-engineer-iii-google-cloud-security-and-privacy-01,adkins-rodriguez@demo
Cloud Computing,Cloud Architect II,"Reston, VA","Collaborate on automation and orchestration of cloud resources
Configure and manage virtual servers and networks
Design and develop cloud-based applications
Implement data protection and disaster recovery
Install and upgrade cloud applications and hardware
Maintain and support applications and tools
Manage cloud infrastructure and environments
Manage user accounts and permissions
Monitor system performance and security
Respond to help desk and support requests
Troubleshoot hardware and software issues","401k with match
Competitive salary
Health insurance
Life and disability insurance
Paid Holidays
Paid time off
Spot bonuses
Training budget
Vision/dental insurance","Angular, Ansible, AWS, Azure, C#, CI/CD, CI/CD pipelines, Cloud Architecture, Docker, GCP, GitLab, Go, Helm, Java, Kubernetes, Linux, Networking, Powershell, Python, React, Scripting (Bash), System Administration, Terraform, Virtualization, VPN protocols, Vue","Associate Degree, Bachelor's Degree",Senior level / Expert,3,Full Time,,2025-08-08,cloud-cloud-architect-ii-01,reeves_lee_and_cooper@demo
Cloud Computing,Cloud Developer,"McLean, VA","Automate testing and deployment
Build and scale cloud solutions
Deploy and tune ETL workflows
Implement analytics using Pig
Implement analytics using PySpark
Utilize Piranhas for analytics orchestration",,"Agile methodologies, Ansible, Apache NiFi, Cloud deployment, Data Modeling, Java, Pig, Piranhas, PySpark, Python, Scala, Schema documentation","Bachelor's Degree, Doctorate's Degree, Master's Degree",Mid-level / Intermediate,3,Full Time,,2025-08-08,cloud-cloud-developer-01,riley-gonzales@demo
Cloud Computing,CloudOps Engineer,Bangalore / Chennai / Remote India [R],"Aplicar buenas prácticas de seguridad y cumplimiento
Automatizar procesos técnicos
Brindar soporte en despliegues y post-implementación
Colaborar en diseño, desarrollo y despliegue de productos cloud
Identificar oportunidades de mejora en procesos
Implementar soluciones en la nube para clientes internos y externos
Mantener documentación técnica
Optimizar pipelines de CI/CD
Participar en mantenimiento y mejora de soluciones cloud
Participar en revisiones de código y pruebas
Preparar entregables técnicos para clientes
Resolver incidencias técnicas en ambientes cloud","Bienestar
Flexibilidad
Formación y certificaciones
Impacto regional
Mentoria
Trabajo en equipo","APIs, Automatización, AWS, Azure, Bases de datos, Bases de datos relacionales, Bash, CI/CD, DevOps, Docker, GitLab, Jenkins, Kubernetes, Monitoreo, Orquestación, Python, Scripting, Seguridad en la nube, Servicios Web","Electrónica, Informática, Ingeniería de Sistemas, Telecomunicaciones",Senior level / Expert,3,Full Time,,2025-08-08,cloud-cloudops-engineer-01,patterson_inc@demo
Cloud Computing,Software Developer -AWS-,"Granada, AN, Spain","Build and maintain customer relationships
Conduct technology advocacy
Demonstrate and prototype Google Cloud integrations
Develop strategies to resolve technical blockers
Identify and qualify business opportunities
Lead prospecting and customer acquisition
Partner with internal engineering teams to improve products
Partner with product management to prioritize solutions
Perform proof-of-concept work
Recommend enterprise architectures and integration strategies
Support bid responses and product briefings
Support technical relationships with customers
Understand customer technical issues",,"AI accelerators, APIs, Cloud Engineering, Cloud Native, Cloud Native Architecture, Containerization, Customer relationship, Customer Relationship Management, Deep learning, Distributed Systems, JAX, Load shedding, Machine Learning, Machine Learning Operations, MLOps, On-premise, On-premise engineering, Problem Solving, PyTorch, Ray, Relationship Management, Solution architecture, Technical Presentation, TensorFlow, Traffic Management, Transformers, Troubleshooting, Virtualization",Bachelor's Degree,Entry-level / Junior,3,Full Time,,2025-08-08,cloud-software-developer-aws-01,erickson_bean_and_robinson@demo
